gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,magneto,button
0.31884830637057,0.90170639667437,-0.14978955139446,0.54973249337601,-0.08806813644029,-1.36338468677888,0,1
1.07748951871746,0.94569239826669,0.25141633893009,-0.81369396984319,0.84655885810435,1.23145335951104,0,1
0.83561591850242,0.89072419885293,-1.29443128168313,-0.89065860893184,-0.69275993723901,1.00058678706688,0,1
0.97852642515203,0.94570816884973,1.28152869747778,-1.2534991241216,1.30839081966083,0.63772999824128,0,1
1.29740979487747,0.96766635757805,1.38712078774861,-0.67075812941824,0.24190262502659,0.36287994077696,0,1
-0.57175057819899,1.05564221952237,-0.47753516029207,-0.61578053484289,-0.72567297616637,0.04400529477632,0,1
-0.89061599670522,1.08863864131821,0.5359596101759,0.40680923593725,0.94562479549187,-0.24192594541056,0,1
-0.09896997298426,0.98964686000365,0.99642614433291,1.07747861332989,-0.73662514299389,-0.58274233839104,0,1
-0.05498363607801,0.94566991810797,-0.1237342718862,-0.71471879622405,9.412040963e-05,-0.89061297610496,0,1
-0.58278260323833,1.01164212572397,-1.15831101135179,0.20891090062843,0.20900267183107,-1.0775321338496,0,1
-1.14353286232569,1.02263422210285,1.19088947683003,0.37386935306235,0.07706060542979,-1.187481786688,0,1
-1.07753230184953,1.16560764293357,0.5372847518429,1.02253574733819,-1.07747206984445,-1.27547425745152,0,1
1.27542056794631,1.37450411479277,-0.08162604209005,-0.84668821041924,4.496344579e-05,-1.3634190815872,0,1
0.75862980321541,-1.20936129670931,0.01036943468152,1.27535648048638,0.62676222862851,1.33040370087935,0,1
0.95656974637571,-1.03345151586067,-0.67083555277299,0.6376382264064,1.00054870251779,1.07749438449919,0,1
0.08799498787071,-0.73655250693907,0.04916666639975,0.19785706314755,-1.18752758751485,0.78064620983295,0,1
-1.09950709767681,-0.78053397868307,-0.96280810466752,-0.13204189125629,0.12088604842499,0.43976925232127,0,1
