gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,magneto,button
0.15392692966919,1.22056762151149,-1.2503022144851,1.37442392720636,1.22049548771587,-1.30847235641857,0,1
0.09895101285639,1.24255768629485,-0.61136700922213,0.92362969619708,1.26447712722947,-1.39643362217473,0,1
0.46178666223111,1.22056527270125,-0.10365359378882,0.23090381705468,0.78069570200835,1.25339376287487,0,1
1.17646049648646,1.19857202024685,-1.08954520247266,-1.11052838713347,3.35603459e-06,1.04445014706944,0,1
1.39635325869318,1.26453583925485,-0.72253354226136,-0.09901342472963,-1.16551806033661,0.82455805564928,0,1
-0.84666019267835,1.26452963168493,-0.3887565604401,0.64866605830142,0.23086455900419,0.615663429312,0,1
-0.78068026763004,1.28655358578925,-1.27052644048855,-0.37396213104897,1.40730190305027,0.41776643583744,0,1
-0.51677885409534,-1.40726114299667,1.19033892436036,-1.00067738374656,-0.19802718451197,0.26380779730944,0,1
-0.61574815410431,-1.34129698844435,1.09988853138545,-0.90172133694975,1.20934702836482,0.15387190180864,0,1
-0.04398180689408,-1.19836383227667,0.15928970429535,-0.35196686522879,0.08784349005058,0.0219444315648,0,1
-0.05500192054529,-1.14339043192595,0.63940627890859,-0.0440995831475,-0.6488732570931,-0.09907700875264,0,1
-0.12095869346561,-1.12140238040851,1.14468810086578,0.75858400286978,-1.15464961203711,-0.22001489919232,0,1
0.56077592935678,-1.07742241861395,-0.04277032680239,0.24182326885634,-1.39654368020223,-0.38493711352576,0,1
0.85764390120446,-1.01145037877011,-0.430379427164,0.32978872884226,-1.30858258217215,-0.46190443742208,0,1
0.25289438636031,-1.07741939871507,-0.69327837984171,-0.30797566281214,-1.07768396583423,-0.48389903204608,0,1
-1.02255420225536,-1.15438336716563,0.70988302549629,-0.72580467778046,-0.56091048135166,-0.43992695551488,0,1
0.82461677609985,-1.25333589045011,1.23274694396038,-0.90169180972543,0.1868050730445,-0.39591411099648,0,1
-0.50585118156542,1.33052230684909,1.26239398557343,-0.37394032100864,1.30831263787778,-0.39592803604736,0,1
-0.53880951981308,1.06664941474029,-0.19647186420559,-0.04408817489665,-0.04408045713917,-0.43992427170816,0,1
1.17641066791174,0.76975057359085,-0.23772162229045,1.12148290349571,-0.95662846732797,-0.47288512645376,0,1
